LocalCellName,datetime,RRC.ConnEstabSucc,RRC.ConnEstabAtt,RRC.Setup,RRC.ConnMax,MM.HoExeIntraFreqSuccOut,MM.HoExeIntraFreqReqOut,MM.HoExeIntraFreqSucc,MM.HoExeIntraFreqAtt,MM.HoExecInterFreqReqOut.Cov,MM.HoExeInterFreqSuccOut.Cov,MM.HoPrepInterFreqReqOut.Cov,MM.HoExeInterFreqReqOut,MM.HoExeInterFreqSuccOut,MM.HoPrepInterFreqReqOut,MM.HoPrepIntraFreqReqOut,MM.HoFailIn.Admit,MM.HoExeIntraFreqPrepReqIn,MM.Redirection.Blind,MM.Redirection.Cov,CARR.WBCQIDist.Bin0,CARR.WBCQIDist.Bin1,CARR.WBCQIDist.Bin2,CARR.WBCQIDist.Bin3,CARR.WBCQIDist.Bin4,CARR.WBCQIDist.Bin5,CARR.WBCQIDist.Bin6,CARR.WBCQIDist.Bin7,CARR.WBCQIDist.Bin8,CARR.WBCQIDist.Bin9,CARR.WBCQIDist.Bin10,CARR.WBCQIDist.Bin11,CARR.WBCQIDist.Bin12,CARR.WBCQIDist.Bin13,CARR.WBCQIDist.Bin14,CARR.WBCQIDist.Bin15,ThpVolDl,ThpVolUl,ThpTimeDl,ThpTimeUl,CellUnavail.System,CellUnavail.Manual,CellUnavail.EnergySaving,UECNTX.Est.Att,UECNTX.Est.Succ,UECNTX.Rem
Cell_1,day 05 02:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,30,88,324,504,1157,1879,4962,10349,13983,17220,18562,23413,14257,7090,3856872.96,113461.08,748577000,13083000,0,0,0,0,0,0
Cell_1,day 05 03:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,179,15,48,377,1335,2806,6051,14412,12064,13370,17712,18425,24820,14430,5797,3122174.01,72621.58,1216994000,14091000,0,0,25,0,0,0
Cell_1,day 05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_1,day 05 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_1,day 05 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_1,day 05 07:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,609,83,100,319,882,1358,2543,5742,8615,9279,13387,15010,13156,9342,9286,5769117.62,121250.47,852473000,25677000,0,0,0,0,0,0
Cell_1,day 05 08:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,78,132,82,1791,2011,7731,19473,19603,6672,8656,5536,8238,10087,7587,11051,2752341.96,72621.58,606080000,13758000,0,0,0,0,0,0
Cell_1,day 05 09:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,26,135,286,682,1755,3444,8777,11858,11332,15641,12329,13685,8428,17372,4366824.49,209789.99,627798000,25677000,0,0,0,0,0,0
Cell_1,day 05 10:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,39,145,575,1519,3471,7607,10683,12966,12949,14536,15437,16674,8849,9286,6107907.82,126360.62,1239956000,18359000,0,0,0,0,0,0
Cell_1,day 05 11:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,254,90,486,972,2343,4033,7017,11574,16807,16700,22594,20834,20543,13092,15737,6168843.54,338247.24,1720132000,45661000,0,0,0,0,0,0
Cell_1,day 05 12:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,112,84,356,633,1421,3618,5561,8999,13818,15472,14799,20784,20869,16204,19194,10332501.98,109840.29,1703847000,19759000,0,0,0,0,0,0
Cell_1,day 05 13:00:00,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,408,195,498,1011,3375,4510,7017,12615,21971,20943,22471,26490,22918,20445,47170,8004882.3,712544.14,2731145000,87474000,0,0,0,0,0,0
Cell_1,day 05 14:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,333,106,519,753,1571,5094,7063,11106,17874,19541,18429,23065,32034,20991,15605,7087135.86,126360.62,2500784000,33441000,0,0,0,0,0,0
Cell_1,day 05 15:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,285,275,515,1410,2206,4750,7674,10504,17107,18128,19979,23484,20005,14853,10367,7819947.66,83670.34,961805000,43027000,0,0,0,0,0,0
Cell_1,day 05 16:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1248,339,903,2139,2818,3892,4413,9579,16264,17472,19031,19996,23383,18578,40862,5934650.01,303310.7,3262001000,103809000,0,0,0,0,0,0
Cell_1,day 05 17:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,131,94,677,640,1554,3507,5919,9585,14568,16284,18156,21153,22467,21182,24340,7737740.33,313665.39,1969833000,60043000,0,0,0,0,0,0
Cell_1,day 05 18:00:00,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,234,212,681,1729,3284,5642,7106,11796,16776,22105,29946,29498,17408,12578,12300,6208163.49,1619143.91,3831745000,199554000,0,0,0,0,0,0
Cell_1,day 05 19:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,682,237,525,1127,3344,6817,12031,17862,28721,26430,27009,24620,21660,16232,18140,6032918.01,945383.15,3309959000,268034000,0,0,0,0,0,0
Cell_1,day 05 20:00:00,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,434,328,692,1369,2197,4248,8051,13242,18136,56359,53814,36910,34709,60187,107613,12028734.48,392199.72,5658051000,66953000,0,0,0,0,0,0
Cell_1,day 05 21:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,729,314,562,1289,1929,3614,6907,11825,17340,22958,28953,27876,27176,23529,30099,8371812.82,313665.39,4305191000,38388000,0,0,0,0,0,0
Cell_1,day 05 22:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,260,155,366,851,1217,3123,6059,12241,20826,22766,28415,27334,25615,18149,24791,9589045.31,111254.58,3783439000,30697000,0,0,0,0,0,0
Cell_1,day 05 23:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4269,265,652,978,1237,11497,28491,19539,17324,18223,21271,23234,24496,24151,29912,6861495.85,136086.95,1910767000,29865000,0,0,0,0,0,0
Cell_1,day 06 00:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1248,339,836,1423,2396,3758,5789,8824,16469,19220,23758,33161,23467,15771,20678,8356510.51,146326.84,2421762000,30819000,0,0,0,0,0,0
Cell_1,day 06 01:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1105,15,406,286,1321,2530,3728,7417,11884,14976,16088,22333,17247,13107,16537,8720754.82,243175.0,2268034000,23059000,0,0,0,0,0,0
Cell_1,day 06 02:00:00,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,794,210,462,1195,1606,2093,3805,6452,12422,13310,15404,21002,25242,13731,7674,5862079.82,178083.25,2769102000,21841000,0,0,0,0,0,0
Cell_1,day 06 03:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,105,108,903,418,3926,4135,8029,4418,10670,11012,13989,14040,19530,13668,13188,2900370.54,163543.92,837716000,25677000,0,0,0,0,0,0
Cell_1,day 06 04:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,254,324,82,93,491,1993,2208,8495,23141,32786,17350,34220,41816,11681,8490,6683475.51,733118.2,1563024000,86412000,0,0,0,0,0,0
Cell_1,day 06 05:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,35,52,280,607,2612,4149,7278,17474,6884,9564,7401,6098,6199,4407,3492,6493739.31,414949.17,1338276000,23543000,0,0,0,0,0,0
Cell_1,day 06 06:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,232,1131,260,3578,5579,6300,10671,17874,39157,39390,38775,55260,9328,13317,2145177.43,2534149.81,436309000,154145000,0,0,0,0,0,0
Cell_1,day 06 07:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,25,85,82,525,600,1111,1139,1727,7340,11499,14347,9207,13901,9168,9286,3070609.92,46607.34,393276000,7253000,0,0,0,0,0,0
Cell_1,day 06 08:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,329,183,232,380,721,1350,1830,2820,8790,10259,13467,11546,14329,7189,13365,2900370.54,471524.81,312129000,82710000,0,0,0,0,0,0
Cell_1,day 06 09:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,230,150,337,815,1194,2306,3246,6607,8854,10423,9915,8627,11453,8555,9500,5550014.46,340969.82,719849000,39507000,0,0,0,0,0,0
Cell_1,day 06 10:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,111,102,283,591,1155,2939,4217,9981,14467,16212,18799,16502,16189,10641,13854,7087135.86,471524.81,1563024000,62419000,0,0,0,0,0,0
Cell_1,day 06 11:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,131,111,252,469,1208,2656,5545,9293,13451,15527,17134,15852,15796,12171,23224,4817247.79,808594.54,1898409000,90956000,0,0,0,0,0,0
Cell_1,day 06 12:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65,69,255,766,2556,3586,11831,16611,25515,24802,25812,24965,22990,17842,19184,7793544.4,245857.06,3612492000,45568000,0,0,0,0,0,0
Cell_1,day 06 13:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,297,252,614,1118,2462,4467,9887,17474,23975,22950,24834,25310,24300,19011,25607,6179408.62,425247.48,2736068000,89964000,0,0,0,0,0,0
Cell_1,day 06 14:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,718,189,461,925,1929,4451,7723,14006,18925,20028,24893,24732,22854,17335,30723,6962985.09,425247.48,2662329000,58183000,0,0,0,0,0,0
Cell_1,day 06 15:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,718,317,598,1578,4280,6293,9921,14732,21557,28582,28877,32372,24017,15576,22085,8165795.17,372993.02,3993296000,58183000,0,0,0,0,0,0
Cell_1,day 06 16:00:00,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1147,97,439,1011,2981,4590,8178,17261,25585,24844,23886,27334,27399,22865,22428,9076775.95,372993.02,4983100000,52199000,0,0,0,0,0,0
Cell_1,day 06 17:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,110,71,170,408,798,2803,1830,19415,23141,25206,21850,21840,20330,16625,24680,7793544.4,218055.54,719849000,40232000,0,0,0,0,0,0
Cell_1,day 06 18:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1015,332,903,2332,3358,6817,10021,14514,21933,23588,21273,23649,23875,20603,34059,9919853.1,505922.05,4997345000,77511000,0,0,0,0,0,0
Cell_1,day 06 19:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,291,237,708,1081,2156,4829,8046,14006,21406,26603,23135,23893,21510,20284,16538,7258139.54,505922.05,4003026000,74873000,0,0,0,0,0,0
Cell_1,day 06 20:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,118,124,351,523,1074,3187,5993,10418,18188,21654,23682,26535,25739,24453,15246,8283532.37,93515.61,2310977000,26918000,0,0,0,0,0,0
Cell_1,day 06 21:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,718,328,927,1608,2331,3802,6008,8997,21971,18243,21039,19956,25749,21769,47170,7087135.86,327726.03,2662329000,50888000,0,0,0,0,0,0
Cell_1,day 06 22:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,718,314,693,1415,1416,2518,6314,9201,14011,18196,20710,23306,25242,25476,34999,8663408.17,243175.0,3882009000,43011000,0,0,0,0,0,0
Cell_1,day 06 23:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,815,188,448,744,1081,2590,5195,8694,11858,13518,16088,18542,18693,3584,6329,8663408.17,120882.72,2950053000,28998000,0,0,0,0,0,0
Cell_1,day 07 00:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,375,160,381,848,949,1948,4453,8266,14897,17420,20236,28451,22319,28141,26679,6996424.54,449538.26,2487650000,74056000,0,0,0,0,0,0
Cell_1,day 07 01:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,118,116,297,746,1138,3077,6163,7931,13383,20651,29481,28451,22854,11082,15210,6172695.14,544745.54,2487650000,98674000,0,0,0,0,0,0
Cell_1,day 07 02:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,262,102,290,525,1203,3522,6163,11336,16324,15322,15742,24301,28204,15333,13188,5600459.58,130361.68,1303363000,18359000,0,0,0,0,0,0
Cell_1,day 07 03:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,22,64,134,600,1273,3747,9208,14120,18210,31529,26864,39480,9328,15210,5674215.5,67066.62,1837766000,19490000,0,0,0,0,0,0
Cell_1,day 07 04:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,23,134,238,977,1993,5577,10594,17450,32785,17350,35344,27258,12891,19595,4245416.91,157680.82,846774000,11858000,0,0,0,0,0,0
Cell_1,day 07 05:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,291,191,521,1729,5057,5271,7781,13869,19988,46259,22950,17277,23947,9800,20093,2900370.54,163543.92,673519000,25677000,0,0,0,0,0,0
Cell_1,day 07 06:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,220,161,398,1437,5376,19111,12461,16672,19837,21785,28415,23483,47932,25808,21789,5047439.86,130361.68,999382000,25807000,0,0,0,0,0,0
Cell_1,day 07 07:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,129,43,85,152,722,1111,1377,3486,9094,10423,17191,19770,16728,12677,17102,2752341.96,89765.75,393276000,13772000,0,0,0,0,0,0
Cell_1,day 07 08:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,53,45,165,286,1113,2039,3266,18732,28721,44570,26612,17558,22797,26680,15179,6684775.96,163194.68,2860899000,25837000,0,0,0,0,0,0
Cell_1,day 07 09:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,713,195,197,429,1011,1958,4740,6469,8180,9513,9915,7181,6199,4056,3492,3983348.37,192500.22,637293000,30975000,0,0,0,0,0,0
Cell_1,day 07 10:00:00,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1285,97,270,687,866,2247,3926,7551,14934,23442,32682,18778,16797,12448,19944,8235281.1,177021.38,7017199000,21841000,0,0,0,0,0,0
Cell_1,day 07 11:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,459,180,350,605,1206,2595,4391,6522,10853,17963,17795,19405,23383,14713,20245,7737740.33,226590.25,3612492000,21236000,0,0,0,0,0,0
Cell_1,day 07 12:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,457,146,391,831,1652,3608,7426,12987,18307,22147,18429,17117,19029,15267,16921,6699088.2,105992.56,2500784000,22871000,0,0,0,0,0,0
Cell_1,day 07 13:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,713,298,837,2025,3265,4926,9624,14819,22852,25056,25273,20909,19689,12627,14980,10319981.26,202626.12,3777911000,36229000,0,0,0,0,0,0
Cell_1,day 07 14:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,569,352,1131,2149,3300,6458,12346,15404,17529,19901,24322,17775,22077,15771,18675,6699088.2,163194.68,2124322000,25837000,0,0,0,0,0,0
Cell_1,day 07 15:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,400,79,536,1596,3050,5132,8714,12173,16469,19214,28459,25416,22541,15771,21625,8020078.68,319815.09,2266783000,64797000,0,0,0,0,0,0
Cell_1,day 07 16:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,102,207,536,969,2143,4764,10427,16972,17620,19682,21669,20869,15321,22413,9123432.12,144711.81,1678844000,27812000,0,0,0,0,0,0
Cell_1,day 07 17:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,82,204,380,865,3506,6623,10276,15228,18362,19031,18627,14345,9564,16840,4366824.49,133617.42,1665841000,21333000,0,0,0,0,0,0
Cell_1,day 07 18:00:00,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,118,114,400,570,1486,3261,7426,13182,16972,18393,21169,21566,20269,15807,20876,7318642.98,75895.63,1847938000,27720000,0,0,0,0,0,0
Cell_1,day 07 19:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,172,175,460,785,1070,3780,5810,12619,18035,24035,23090,21285,21212,17373,24959,9198038.98,319815.09,2193495000,56171000,0,0,0,0,0,0
Cell_1,day 07 20:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,92,117,232,260,625,1834,2826,5353,9560,12739,17852,17569,22072,18149,24680,10880628.27,187669.1,1399874000,33873000,0,0,0,0,0,0
Cell_1,day 07 21:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,104,276,591,1356,3131,6551,9046,16185,17218,21996,20751,28821,22551,37701,10013600.57,359599.42,2723099000,38453000,0,0,0,0,0,0
Cell_1,day 07 22:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,146,64,406,740,1682,3177,4892,8333,14897,18317,17895,20867,24986,22191,32720,12929143.39,392199.72,2244719000,47492000,0,0,0,0,0,0
Cell_1,day 07 23:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,45,85,214,646,1755,3631,6594,11202,15894,20084,18965,19460,18709,24714,5296433.14,99162.98,1592517000,25145000,0,0,0,0,0,0
Cell_1,day 08 00:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65,92,147,540,1352,10115,19933,22277,15661,15014,15701,19693,27465,25363,29685,8931087.84,185894.68,3637690000,24699000,0,0,0,0,0,0
Cell_1,day 08 01:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,254,86,447,858,1261,3610,5152,7355,17287,15120,19233,25318,31346,23028,29685,9701791.15,153018.12,1853608000,23393000,0,0,0,0,0,0
Cell_1,day 08 02:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,144,606,260,3686,4135,8253,14412,21791,18210,20887,18057,19528,27090,32720,5862079.82,295476.12,2166039000,50888000,0,0,0,0,0,0
Cell_1,day 08 03:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,34,47,103,1321,4149,4573,7958,14923,13937,11480,8983,26401,20991,45463,5527795.35,333560.03,773922000,23543000,0,0,0,0,0,0
Cell_1,day 08 04:00:00,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,187,680,129,1854,1327,2956,6266,20850,33711,19266,12837,13862,19398,26071,69372,3495405.47,192500.22,960720000,28847000,0,0,0,0,0,0
Cell_1,day 08 05:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,68,222,464,1534,5301,14124,27197,54797,27482,18429,19420,14856,30868,49675,2261229.78,295476.12,899602000,38258000,0,0,0,0,0,0
Cell_1,day 08 06:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,815,487,522,1759,5057,8898,28491,39119,26415,32786,29886,34220,39480,9962,16876,5047439.86,99162.98,1344400000,18054000,0,0,0,0,0,0
Cell_1,day 08 07:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,26,90,174,1011,1877,3596,6594,8675,11960,15875,12330,17901,4695,3803,3090372.14,23397.23,630807000,15533000,0,0,0,0,0,0
Cell_1,day 08 08:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,224,108,433,221,1186,2530,2910,3937,7377,9513,13967,11506,13576,14217,21219,3495405.47,1932816.69,633283000,57044000,0,0,0,0,0,0
Cell_1,day 08 09:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,251,256,323,605,1030,1703,3582,6469,7244,10504,11340,10717,13576,9342,10400,3429044.7,93992.43,527926000,15094000,0,0,0,0,0,0
Cell_1,day 08 10:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,149,105,431,754,1204,2590,4762,8435,13548,16020,10719,9102,13885,11779,20280,2416575.48,237886.74,539354000,23059000,0,0,0,0,0,0
Cell_1,day 08 11:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,113,124,304,579,1737,4437,6414,10948,15867,15818,15338,13050,15432,12501,11168,6179408.62,105992.56,1206630000,27500000,0,0,0,0,0,0
Cell_1,day 08 12:00:00,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,569,255,820,1731,2895,5190,8602,10504,14400,14780,13281,13671,17254,15883,20292,10880628.27,187669.1,2142200000,34362000,0,0,0,0,0,0
Cell_1,day 08 13:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,251,325,1148,312,3926,4437,8801,12427,16309,18151,19190,17963,20543,17046,29986,20599770.3,93381.18,5157422000,43027000,0,0,0,0,0,0
Cell_1,day 08 14:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,234,114,267,565,1005,1980,3746,8745,16369,18525,24012,26314,19276,14300,16964,14778527.02,267999.99,3867812000,23059000,0,0,0,0,0,0
Cell_1,day 08 15:00:00,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,404,221,462,930,1422,2899,5262,10673,19424,17930,18533,19661,17808,8830,16000,8118283.9,103252.88,1999786000,43027000,0,0,0,0,0,0
Cell_1,day 08 16:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,114,78,280,296,2986,3147,5152,8916,20454,18525,22388,22188,26446,18849,28985,14368251.18,267999.99,4164408000,84408000,0,0,0,0,0,0
Cell_1,day 08 17:00:00,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,53,75,234,446,1799,3521,5196,9069,21406,25998,27924,27488,25761,20708,37528,11054064.86,1932816.69,2755777000,172295000,0,0,0,0,0,0
Cell_1,day 08 18:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,217,194,380,930,1615,4750,8134,10634,22924,21736,19471,21053,20188,20632,91754,8969270.65,1324674.29,2573320000,185883000,0,0,0,0,0,0
Cell_1,day 08 19:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,541,225,755,1369,3624,4041,6176,9059,14400,15702,19675,20751,20945,14932,28579,10532286.62,351146.14,2633312000,55727000,0,0,0,0,0,0
Cell_1,day 08 20:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,541,274,736,1415,1763,4267,5730,9958,19012,20775,24397,24750,21212,17113,33625,10372545.42,392743.49,3592023000,59704000,0,0,0,0,0,0
Cell_1,day 08 21:00:00,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,729,325,783,1701,2774,4553,7070,10625,21042,22846,23540,28352,27761,20632,32536,14033397.38,784649.42,5044691000,111223000,0,0,0,0,0,0
Cell_1,day 08 22:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,375,252,629,1516,2849,4729,9582,14819,19615,23774,26918,33658,27277,23135,30991,14778527.02,567238.06,4810389000,57059000,0,0,0,0,0,0
Cell_1,day 08 23:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1101,403,875,1768,2331,3756,5716,9100,14450,16741,17084,17893,17990,17409,27568,10927897.91,392743.49,2385982000,55727000,0,0,0,0,0,0
Cell_1,day 09 00:00:00,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,177,422,1005,1612,1785,4453,9097,12384,15968,18666,20751,20709,17680,27568,13107804.71,351146.14,4003026000,41066000,0,0,0,0,0,0
Cell_1,day 09 01:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4269,306,481,1363,1691,2306,3805,6830,13149,11868,11366,15831,17557,15320,16751,8464278.11,143144.08,1767633000,23278000,0,0,0,0,0,0
Cell_1,day 09 02:00:00,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,382,156,294,1194,3147,5456,6965,10673,15508,11667,10040,9212,12201,7919,20199,5712561.63,121250.47,799221000,17814000,0,0,0,0,0,0
Cell_1,day 09 03:00:00,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,158,41,190,428,1011,3760,5777,7726,16969,19020,9311,9713,20643,5746,28017,3090372.14,105280.08,837716000,12675000,0,0,0,0,0,0
Cell_1,day 09 04:00:00,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,45,126,405,1011,2039,3335,11812,21456,29410,23241,9102,10665,5561,12584,3551124.7,974487.48,739060000,46496000,0,0,245,0,0,0
Cell_1,day 09 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_1,day 09 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3600,0,0,0
Cell_1,day 09 07:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,27,14,92,483,1377,3282,10225,9997,13080,10412,11424,6359,9164,3333779.66,23397.23,364833000,7257000,0,0,35,0,0,0
Cell_1,day 09 08:00:00,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,187,95,273,545,1117,2404,3474,6464,10837,8135,11910,12146,11276,8869,7222,7746226.98,218055.54,1000890000,20942000,0,0,0,0,0,0
